_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
801413,140 Castlewood Rd,Front Yard Parking,0,14,20,11,5,25% of ballots received by voters,1,20,0,2,2019-09-28,0,20,2022-09-29,2019-08-29,8,50% + 1 of received ballots,FYP 2019-082,1110,In Favour,25,Yes
801414,24 Birdsall Ave,Front Yard Parking,0,16,30,15,8,25% of ballots received by voters,0,30,0,1,2019-09-28,0,30,2022-09-29,2019-08-29,9,50% + 1 of received ballots,FYP 2019-083,1111,In Favour,31,Yes
801415,3204 Yonge St,Boulevard Cafe,0,36,67,14,17,25% of ballots received by voters,18,67,0,4,2019-09-21,0,67,2021-09-22,2019-08-22,19,50% + 1 of received ballots,BCP 2019-084,1114,Opposed,81,Yes
801416,796 Bloor St W,Boulevard Cafe,0,20,61,2,14,25% of ballots received by voters,17,54,7,1,2019-09-27,0,61,2021-09-28,2019-08-28,11,50% + 1 of received ballots,BCP 2019-085,1115,Opposed,72,Yes
801417,NA,Permit Parking,0,11,48,7,9,25% of ballots received by voters,4,33,15,0,2019-10-09,4,48,2021-10-10,2019-09-09,7,50% + 1 of received ballots,PPP 2019-086,1116,In Favour,63,Yes
801418,642 Windermere Ave,Front Yard Parking,0,48,84,40,21,25% of ballots received by voters,0,84,0,8,2019-10-09,0,84,2022-10-10,2019-09-09,25,50% + 1 of received ballots,FYP 2019-087,1117,In Favour,95,Yes
801419,NA,Permit Parking,0,7,22,7,6,25% of ballots received by voters,0,22,0,0,2019-10-19,0,22,2021-10-20,2019-09-19,5,50% + 1 of received ballots,PPP 2019-088,1118,In Favour,24,Yes
801420,NA,Permit Parking,0,40,100,30,25,25% of ballots received by voters,5,97,3,5,2019-10-19,1,100,2021-10-20,2019-09-19,21,50% + 1 of received ballots,PPP 2019-089,1119,In Favour,100,Yes
801421,NA,Permit Parking,0,2,2,0,1,25% of ballots received by voters,0,2,0,2,2019-10-23,0,2,2021-10-24,2019-09-23,2,50% + 1 of received ballots,PPP 2019-090,1120,Opposed,2,Yes
801422,NA,Permit Parking,0,49,150,30,37,25% of ballots received by voters,16,148,2,3,2019-10-16,1,150,2021-10-17,2019-09-16,26,50% + 1 of received ballots,PPP 2019-091,1121,In Favour,153,Yes
801423,NA,Permit Parking,0,22,45,13,12,25% of ballots received by voters,8,45,0,1,2019-11-02,45,45,2021-11-03,2019-10-03,12,50% + 1 of received ballots,PPP 2019-092,1122,In Favour,45,Yes
801424,NA,Permit Parking,0,13,46,11,12,25% of ballots received by voters,1,46,0,1,2019-11-02,46,46,2021-11-03,2019-10-03,8,50% + 1 of received ballots,PPP 2019-093,1123,In Favour,46,Yes
801425,NA,Permit Parking,0,27,59,17,15,25% of ballots received by voters,10,59,0,0,2019-10-24,1,59,2021-10-25,2019-09-24,15,50% + 1 of received ballots,PPP 2019-094,1124,In Favour,99,Yes
801426,NA,Permit Parking,0,54,281,30,69,25% of ballots received by voters,20,276,5,4,2019-11-02,0,281,2021-11-03,2019-10-03,N/A,50% + 1 of received ballots,PPP 2019-095,1125,Response Rate Not Met,283,No
801427,3104 Dundas St W,Boulevard Cafe,0,28,47,24,11,25% of ballots received by voters,2,41,6,2,2019-11-06,0,47,2021-11-07,2019-10-07,15,50% + 1 of received ballots,BCP 2019-096,1126,In Favour,56,Yes
801428,1090 Queen St W,Boulevard Cafe,0,33,126,8,30,25% of ballots received by voters,21,119,7,4,2019-10-24,1,126,2021-10-25,2019-09-24,18,50% + 1 of received ballots,BCP 2019-097,1127,Opposed,170,Yes
801429,NA,Permit Parking,2,6,41,4,8,25% of ballots received by voters,0,31,10,0,2019-11-07,0,41,2021-11-08,2019-10-08,N/A,50% + 1 of received ballots,PPP 2019-098,1128,Response Rate Not Met,63,No
801430,NA,Permit Parking,0,84,177,11,44,25% of ballots received by voters,63,176,1,10,2019-11-08,2,177,2021-11-09,2019-10-09,43,50% + 1 of received ballots,PPP 2019-099,1129,Opposed,205,Yes
801431,NA,Traffic Calming,1,180,651,125,305,50% + 1 of ballots received by voters,27,608,43,27,2019-12-12,1,651,2021-12-13,2019-11-12,N/A,60% of received ballots,TCP 2019-100,1130,Response Rate Not Met,697,No
801432,25 Warren Cres,Front Yard Parking,0,41,127,36,32,25% of ballots received by voters,0,125,2,5,2019-11-27,0,127,2022-11-28,2019-10-28,22,50% + 1 of received ballots,FYP 2019-101,1131,In Favour,131,Yes
801433,NA,Permit Parking,0,34,68,18,17,25% of ballots received by voters,13,68,0,3,2019-10-25,0,68,2021-10-26,2019-09-25,18,50% + 1 of received ballots,PPP 2019-102,1132,In Favour,68,Yes
801434,518 Eglinton Ave W,Boulevard Cafe,0,18,27,7,7,25% of ballots received by voters,11,25,2,0,2019-11-23,0,27,2021-11-24,2019-10-24,10,50% + 1 of received ballots,BCP 2019-103,1133,Opposed,29,Yes
801435,162 Aileen Ave,Front Yard Parking,0,49,95,43,23,25% of ballots received by voters,0,92,3,6,2019-11-23,0,95,2022-11-24,2019-10-24,26,50% + 1 of received ballots,FYP 2019-104,1134,In Favour,110,Yes
801436,NA,Traffic Calming Safety Zone,2,133,482,42,231,50% + 1 of ballots received by voters,57,461,21,32,2020-03-11,0,482,2022-03-12,2020-02-10,N/A,60% of received ballots,TCSZ 2019-105,1135,Response Rate Not Met,594,No
801437,NA,Traffic Calming,0,79,138,64,70,50% + 1 of ballots received by voters,14,138,0,1,2019-11-28,0,138,2021-11-29,2019-10-29,48,60% of received ballots,TCP 2019-106,1136,In Favour,161,Yes
801438,NA,Traffic Calming,0,51,235,37,87,50% + 1 of ballots received by voters,7,172,63,7,2019-11-29,0,235,2021-11-30,2019-10-30,N/A,60% of received ballots,TCP 2019-107,1137,Response Rate Not Met,241,No
801439,353 Winona Dr,Front Yard Parking,0,61,99,54,23,25% of ballots received by voters,3,90,9,4,2019-11-29,0,99,2022-11-30,2019-10-30,32,50% + 1 of received ballots,FYP 2019-108,1138,In Favour,111,Yes
801440,2261 Queen St E,Boulevard Cafe,0,28,95,8,23,25% of ballots received by voters,14,90,5,6,2019-11-27,0,95,2021-11-28,2019-10-28,15,50% + 1 of received ballots,BCP 2019-109,1139,Opposed,116,Yes
801441,NA,Traffic Calming,0,60,141,46,67,50% + 1 of ballots received by voters,6,131,10,8,2019-12-12,0,141,2021-12-13,2019-11-12,N/A,60% of received ballots,TCP 2019-110,1140,Response Rate Not Met,161,No
801442,NA,Traffic Calming,0,44,86,12,39,50% + 1 of ballots received by voters,22,75,11,10,2019-11-30,0,86,2021-12-01,2019-10-31,27,60% of received ballots,TCP 2019-112,1142,Opposed,92,Yes
801443,NA,Traffic Calming,0,99,188,58,92,50% + 1 of ballots received by voters,35,181,7,6,2019-11-30,1,188,2021-12-01,2019-10-31,60,60% of received ballots,TCP 2019-113,1143,Opposed,209,Yes
801444,NA,Traffic Calming,0,49,76,22,39,50% + 1 of ballots received by voters,26,76,0,1,2019-12-12,0,76,2021-12-13,2019-11-12,30,60% of received ballots,TCP 2019-114,1144,Opposed,94,Yes
801445,NA,Traffic Calming,0,39,72,32,36,50% + 1 of ballots received by voters,5,70,2,2,2019-12-04,0,72,2021-12-05,2019-11-04,24,60% of received ballots,TCP 2019-115,1145,In Favour,88,Yes
801446,NA,Traffic Calming,0,90,148,42,71,50% + 1 of ballots received by voters,38,140,8,10,2019-11-30,1,148,2021-12-01,2019-10-31,54,60% of received ballots,TCP 2019-116,1146,Opposed,172,Yes
801447,31 Cheston Rd,Front Yard Parking,0,13,35,13,9,25% of ballots received by voters,0,35,0,0,2019-12-05,0,35,2022-12-06,2019-11-05,8,50% + 1 of received ballots,FYP 2019-117,1147,In Favour,39,Yes
801448,132 St Clements Ave,Front Yard Parking,0,63,127,53,30,25% of ballots received by voters,2,117,10,8,2019-12-04,7,127,2022-12-05,2019-11-04,33,50% + 1 of received ballots,FYP 2019-118,1148,In Favour,143,Yes
801449,344 Blackthorn Ave,Front Yard Parking,0,36,62,33,14,25% of ballots received by voters,0,55,7,3,2019-12-13,0,62,2022-12-14,2019-11-13,19,50% + 1 of received ballots,FYP 2019-119,1149,In Favour,87,Yes
801450,537 Bloor St W,Boulevard Cafe,0,14,60,13,13,25% of ballots received by voters,1,51,9,0,2019-12-06,0,60,2021-12-07,2019-11-06,8,50% + 1 of received ballots,BCP 2019-120,1150,In Favour,72,Yes
801451,NA,Traffic Calming,0,59,115,51,56,50% + 1 of ballots received by voters,5,110,5,3,2019-12-13,0,115,2021-12-14,2019-11-13,36,60% of received ballots,TCP 2019-121,1151,In Favour,121,Yes
801452,NA,Traffic Calming,0,71,132,54,64,50% + 1 of ballots received by voters,14,126,6,3,2019-12-19,0,132,2021-12-20,2019-11-19,43,60% of received ballots,TCP 2019-123,1153,In Favour,161,Yes
801453,182 Brookdale Ave,Front Yard Parking,0,75,133,68,32,25% of ballots received by voters,0,125,8,7,2019-12-21,4,133,2022-12-22,2019-11-21,39,50% + 1 of received ballots,FYP 2019-124,1154,In Favour,147,Yes
801454,269 St John's Rd,Front Yard Parking,0,26,57,18,14,25% of ballots received by voters,7,53,4,1,2019-12-20,2,57,2022-12-21,2019-11-20,14,50% + 1 of received ballots,FYP 2019-125,1155,In Favour,75,Yes
801455,NA,Permit Parking,0,11,26,1,7,25% of ballots received by voters,10,26,0,0,2019-12-28,0,26,2021-12-29,2019-11-28,7,50% + 1 of received ballots,PPP 2019-126,1156,Opposed,26,Yes
801456,NA,Permit Parking,0,50,96,37,24,25% of ballots received by voters,12,95,1,1,2019-12-25,0,96,2021-12-26,2019-11-25,26,50% + 1 of received ballots,PPP 2019-127,1157,In Favour,117,Yes
801457,NA,Traffic Calming,0,25,74,24,33,50% + 1 of ballots received by voters,0,63,11,1,2020-01-01,0,74,2022-01-02,2019-12-02,N/A,60% of received ballots,TCP 2019-128,1158,Response Rate Not Met,85,No
801458,43 Pinewood Ave,Front Yard Parking,0,43,106,34,24,25% of ballots received by voters,6,96,10,3,2020-01-04,0,106,2023-01-05,2019-12-05,23,50% + 1 of received ballots,FYP 2019-129,1159,In Favour,137,Yes
801459,15 Pinewood Ave,Front Yard Parking,1,48,97,25,22,25% of ballots received by voters,19,89,8,3,2020-01-04,7,97,2023-01-05,2019-12-05,25,50% + 1 of received ballots,FYP 2019-130,1160,In Favour,153,Yes
801460,NA,Permit Parking,0,45,127,24,32,25% of ballots received by voters,19,125,2,2,2020-01-08,0,127,2022-01-09,2019-12-09,24,50% + 1 of received ballots,PPP 2019-131,1161,In Favour,157,Yes
801461,49 Lee Ave,Appeal - Front Yard Parking,0,25,51,19,13,25% of ballots received by voters,4,49,2,2,2020-02-05,0,51,2023-02-06,2020-01-06,14,50% + 1 of received ballots,FYPA 2019-132,1162,In Favour,80,Yes
801462,NA,Permit Parking,0,96,150,43,38,25% of ballots received by voters,44,149,1,9,2020-01-10,0,150,2022-01-11,2019-12-11,49,50% + 1 of received ballots,PPP 2019-133,1163,Opposed,162,Yes
801463,14 Glenwood Ave,Front Yard Parking,0,50,78,40,18,25% of ballots received by voters,4,69,9,6,2020-02-05,1,78,2023-02-06,2020-01-06,26,50% + 1 of received ballots,FYP 2019-134,1164,In Favour,90,Yes
801464,26 Mann Ave,Front Yard Parking,0,42,77,41,19,25% of ballots received by voters,1,76,1,0,2020-02-06,0,77,2023-02-07,2020-01-07,22,50% + 1 of received ballots,FYP 2019-135,1165,In Favour,84,Yes
801465,386 Blackthorn Ave,Front Yard Parking,0,22,85,14,21,25% of ballots received by voters,1,84,1,7,2020-02-08,0,85,2023-02-09,2020-01-09,12,50% + 1 of received ballots,FYP 2019-136,1166,In Favour,117,Yes
801466,75 Poplar Plains Cres,Front Yard Parking,0,16,23,7,6,25% of ballots received by voters,9,23,0,0,2020-02-07,0,23,2023-02-08,2020-01-08,9,50% + 1 of received ballots,FYP 2019-137,1167,Opposed,28,Yes
801467,77 Poplar Plains Cres,Front Yard Parking,0,16,23,7,6,25% of ballots received by voters,9,23,0,0,2020-02-08,0,23,2023-02-09,2020-01-09,9,50% + 1 of received ballots,FYP 2019-138,1168,Opposed,28,Yes
801468,NA,Business Improvement Area,0,83,175,75,50,30% of ballots received by voters or 100,7,165,10,1,2020-03-24,52,175,2022-03-25,2020-01-24,42,50% of received ballots,BIA 2019-139,1169,In Favour,412,Yes
801469,NA,Traffic Calming,0,43,80,33,40,50% + 1 of ballots received by voters,6,77,3,4,2020-02-12,0,80,2022-02-13,2020-01-13,26,60% of received ballots,TCP 2019-140,1170,In Favour,89,Yes
801470,409 Rushton Rd,Front Yard Parking,0,36,56,32,14,25% of ballots received by voters,1,54,2,3,2020-02-14,0,56,2023-02-15,2020-01-15,19,50% + 1 of received ballots,FYP 2019-141,1171,In Favour,65,Yes
801471,20 Priscilla Ave,Front Yard Parking,0,55,106,49,24,25% of ballots received by voters,2,95,11,4,2020-02-13,0,106,2023-02-14,2020-01-14,29,50% + 1 of received ballots,FYP 2020-001,1172,In Favour,119,Yes
801472,NA,Permit Parking,0,78,141,42,34,25% of ballots received by voters,32,135,6,4,2020-02-19,1,141,2022-02-20,2020-01-20,40,50% + 1 of received ballots,PPP 2020-002,1173,In Favour,168,Yes
801473,NA,Traffic Calming Safety Zone,0,19,43,12,11,25% of ballots received by voters,5,43,0,2,2020-03-11,0,43,2022-03-12,2020-02-10,12,60% of received ballots,TCSZ 2020-003,1174,In Favour,63,Yes
801474,NA,Permit Parking,0,14,36,0,9,25% of ballots received by voters,13,36,0,1,2020-02-22,0,36,2022-02-23,2020-01-23,8,50% + 1 of received ballots,PPP 2020-004,1175,Opposed,38,Yes
801475,94 Kingsmount Park Rd,Front Yard Parking,0,49,107,40,25,25% of ballots received by voters,5,99,8,4,2020-02-22,3,107,2023-02-23,2020-01-23,26,50% + 1 of received ballots,FYP 2020-005,1176,In Favour,114,Yes
801476,NA,Permit Parking,0,31,130,21,27,25% of ballots received by voters,9,107,23,1,2020-03-14,3,130,2022-03-15,2020-02-13,17,50% + 1 of received ballots,PPP 2020-006,1177,In Favour,156,Yes
801477,NA,Traffic Calming Safety Zone,0,130,376,80,89,25% of ballots received by voters,33,353,23,17,2020-03-21,1,376,2022-03-22,2020-02-20,78,60% of received ballots,TCSZ 2020-007,1178,In Favour,457,Yes
801478,NA,Traffic Calming,0,40,72,32,35,50% + 1 of ballots received by voters,6,67,5,2,2020-03-19,0,72,2022-03-20,2020-02-18,24,60% of received ballots,TCP 2020-008,1179,In Favour,82,Yes
801479,15 Conway Ave,Front Yard Parking,0,45,113,35,27,25% of ballots received by voters,4,108,5,6,2020-03-14,0,113,2023-03-15,2020-02-13,24,50% + 1 of received ballots,FYP 2020-009,1180,In Favour,134,Yes
801480,49 Robina Ave,Front Yard Parking,0,39,96,29,21,25% of ballots received by voters,4,83,13,6,2020-03-19,0,96,2023-03-20,2020-02-18,21,50% + 1 of received ballots,FYP 2020-010,1181,In Favour,117,Yes
801481,37 Ridley Blvd,Front Yard Parking,0,35,41,27,10,25% of ballots received by voters,8,40,1,0,2020-03-13,0,41,2023-03-14,2020-02-12,19,50% + 1 of received ballots,FYP 2020-011,1182,In Favour,57,Yes
801482,139 Beresford Ave,Front Yard Parking,0,39,99,33,23,25% of ballots received by voters,1,89,10,5,2020-03-13,0,99,2023-03-14,2020-02-12,21,50% + 1 of received ballots,FYP 2020-012,1183,In Favour,138,Yes
801483,NA,Permit Parking,0,19,52,2,11,25% of ballots received by voters,16,42,10,1,2020-03-20,0,52,2022-03-21,2020-02-19,11,50% + 1 of received ballots,PPP 2020-013,1184,Opposed,61,Yes
801484,NA,Permit Parking,0,69,114,32,28,25% of ballots received by voters,31,111,3,6,2020-03-20,0,114,2022-03-21,2020-02-19,36,50% + 1 of received ballots,PPP 2020-014,1185,Opposed,124,Yes
801485,105 Heddington Ave,Front Yard Parking,0,40,91,25,23,25% of ballots received by voters,11,89,2,4,2020-03-21,0,91,2023-03-22,2020-02-20,21,50% + 1 of received ballots,FYP 2020-015,1186,In Favour,99,Yes
801486,163 High Park Ave,Front Yard Parking,0,40,104,27,26,25% of ballots received by voters,12,103,1,1,2020-03-28,0,104,2023-03-29,2020-02-27,21,50% + 1 of received ballots,FYP 2020-016,1187,In Favour,165,Yes
801487,2475 Queen St E,Front Yard Parking,0,11,30,7,7,25% of ballots received by voters,0,26,4,4,2020-03-28,3,30,2023-03-29,2020-02-27,7,50% + 1 of received ballots,FYP 2020-017,1188,In Favour,58,Yes
801488,NA,Permit Parking,0,50,166,14,42,25% of ballots received by voters,33,165,1,3,2020-04-03,0,166,2022-04-04,2020-03-04,26,50% + 1 of received ballots,PPRP 2020-018,1189,Opposed,193,Yes
801489,NA,Permit Parking,0,25,72,10,18,25% of ballots received by voters,12,69,3,3,2020-04-01,0,72,2022-04-02,2020-03-02,14,50% + 1 of received ballots,PPRP 2020-019,1190,Opposed,83,Yes
801490,NA,Permit Parking,0,39,65,11,16,25% of ballots received by voters,27,61,4,1,2020-04-04,2,65,2022-04-05,2020-03-05,21,50% + 1 of received ballots,PPRP 2020-020,1191,Opposed,77,Yes
801491,NA,Permit Parking,0,25,63,14,16,25% of ballots received by voters,7,63,0,4,2021-01-28,0,63,2023-01-29,2020-12-29,14,50% + 1 of received ballots,PPRP 2020-021,1193,In Favour,189,Yes
801492,NA,Permit Parking,0,11,105,11,27,25% of ballots received by voters,0,105,0,0,2020-04-15,0,105,2022-04-16,2020-03-16,N/A,50% + 1 of received ballots,PPRP 2020-022,1194,Response Rate Not Met,115,No
801493,NA,Permit Parking,0,22,41,7,11,25% of ballots received by voters,15,41,0,0,2020-04-15,0,41,2022-04-16,2020-03-16,12,50% + 1 of received ballots,PPRP 2020-023,1195,Opposed,46,Yes
801494,285 Deloraine Ave,Front Yard Parking,0,54,97,41,23,25% of ballots received by voters,10,89,8,3,2020-04-10,0,97,2023-04-11,2020-03-11,28,50% + 1 of received ballots,FYP 2020-024,1196,In Favour,108,Yes
801495,NA,Permit Parking,0,229,539,165,130,25% of ballots received by voters,40,517,22,24,2021-01-15,4,539,2023-01-16,2020-12-16,116,50% + 1 of received ballots,PPRP 2020-025,1197,In Favour,583,Yes
801496,NA,Permit Parking,0,20,72,12,18,25% of ballots received by voters,1,70,2,7,2021-03-19,0,72,2023-03-20,2021-02-17,11,50% + 1 of received ballots,PPRP 2020-027,1199,In Favour,142,Yes
801497,NA,Permit Parking,0,8,31,7,8,25% of ballots received by voters,1,29,2,0,2021-03-25,0,31,2023-03-26,2021-02-23,5,50% + 1 of received ballots,PPRP 2020-028,1200,In Favour,60,Yes
801498,NA,Permit Parking,0,52,458,33,81,25% of ballots received by voters,15,322,136,4,2021-04-30,0,458,2023-05-01,2021-03-31,N/A,50% + 1 of received ballots,PPRP 2020-029,1201,Response Rate Not Met,497,No
801499,NA,Permit Parking,0,92,216,65,54,25% of ballots received by voters,22,213,3,5,2021-03-31,0,216,2023-04-01,2021-03-01,47,50% + 1 of received ballots,PPRP 2020-030,1202,In Favour,251,Yes
801500,NA,Permit Parking,0,15,53,8,14,25% of ballots received by voters,6,53,0,1,2021-01-13,0,53,2023-01-14,2020-12-14,9,50% + 1 of received ballots,PPRP 2020-032,1204,Opposed,132,Yes
801501,NA,Permit Parking,0,16,48,10,12,25% of ballots received by voters,5,48,0,1,2021-01-08,0,48,2023-01-09,2020-12-09,9,50% + 1 of received ballots,PPRP 2020-033,1205,In Favour,54,Yes
801502,NA,Permit Parking,0,84,192,42,48,25% of ballots received by voters,33,192,0,9,2021-01-08,0,192,2023-01-09,2020-12-09,43,50% + 1 of received ballots,PPRP 2020-034,1206,Opposed,216,Yes
801503,NA,Permit Parking,0,47,105,20,24,25% of ballots received by voters,22,94,11,5,2021-01-22,0,105,2023-01-23,2020-12-23,25,50% + 1 of received ballots,PPRP 2020-036,1208,Opposed,111,Yes
801504,NA,Permit Parking,0,40,83,20,21,25% of ballots received by voters,16,83,0,4,2021-01-29,0,83,2023-01-30,2020-12-30,21,50% + 1 of received ballots,PPRP 2020-038,1210,Opposed,101,Yes
801505,NA,Permit Parking,0,23,70,16,18,25% of ballots received by voters,6,70,0,1,2021-03-20,0,70,2023-03-21,2021-02-18,13,50% + 1 of received ballots,PPRP 2020-039,1211,In Favour,155,Yes
801506,NA,Permit Parking,0,40,71,32,17,25% of ballots received by voters,8,66,5,0,2021-04-16,0,71,2023-04-17,2021-03-17,21,50% + 1 of received ballots,PPRP 2020-041,1213,In Favour,79,Yes
801507,NA,Permit Parking,0,14,32,5,8,25% of ballots received by voters,9,32,0,0,2021-04-08,0,32,2023-04-09,2021-03-09,8,50% + 1 of received ballots,PPRP 2020-042,1214,Opposed,32,Yes
801508,NA,Permit Parking,0,17,26,6,7,25% of ballots received by voters,11,26,0,0,2021-04-15,0,26,2023-04-16,2021-03-16,10,50% + 1 of received ballots,PPRP 2020-046,1218,Opposed,32,Yes
801509,NA,Permit Parking,0,90,187,57,47,25% of ballots received by voters,27,187,0,6,2021-03-27,0,187,2023-03-28,2021-02-25,46,50% + 1 of received ballots,PPRP 2020-047,1219,In Favour,228,Yes
801510,NA,Permit Parking,0,9,53,8,13,25% of ballots received by voters,1,49,4,0,2021-05-06,0,53,2023-05-07,2021-04-06,N/A,50% + 1 of received ballots,PPRP 2020-048,1220,Response Rate Not Met,91,No
801511,NA,Permit Parking,0,24,61,15,16,25% of ballots received by voters,6,61,0,3,2021-03-27,0,61,2023-03-28,2021-02-25,13,50% + 1 of received ballots,PPRP 2020-049,1221,In Favour,62,Yes
801512,NA,Permit Parking,0,86,192,57,48,25% of ballots received by voters,20,192,0,9,2021-03-31,0,192,2023-04-01,2021-03-01,44,50% + 1 of received ballots,PPRP 2020-050,1222,In Favour,213,Yes
801513,NA,Permit Parking,0,3,5,2,2,25% of ballots received by voters,1,5,0,0,2021-05-06,0,5,2023-05-07,2021-04-06,3,50% + 1 of received ballots,PPRP 2020-051,1223,Opposed,11,Yes
801514,NA,Permit Parking,0,85,192,55,48,25% of ballots received by voters,23,192,0,7,2021-04-21,0,192,2023-04-22,2021-03-22,44,50% + 1 of received ballots,PPRP 2020-052,1224,In Favour,224,Yes
801515,NA,Permit Parking,0,127,577,77,139,25% of ballots received by voters,44,555,22,6,2020-11-27,0,577,2022-11-28,2020-10-28,N/A,50% + 1 of received ballots,PPP 2020-053,1225,Response Rate Not Met,656,No
801516,NA,Traffic Calming,0,102,220,47,107,50% + 1 of ballots received by voters,49,211,9,6,2020-12-02,1,220,2022-12-03,2020-11-02,N/A,60% of received ballots,TCP 2020-054,1226,Response Rate Not Met,259,No
801517,70 Cherrywood Ave,Front Yard Parking,0,68,106,58,26,25% of ballots received by voters,6,103,3,4,2020-11-26,2,106,2023-11-27,2020-10-27,35,50% + 1 of received ballots,FYP 2020-055,1227,In Favour,113,Yes
801518,338 Brookdale Ave,Front Yard Parking,0,46,77,42,19,25% of ballots received by voters,2,73,4,2,2020-12-04,0,77,2023-12-05,2020-11-04,24,50% + 1 of received ballots,FYP 2020-056,1228,In Favour,95,Yes
801519,92 Atlas Ave,Front Yard Parking,0,53,106,27,24,25% of ballots received by voters,25,96,10,1,2020-12-05,0,106,2023-12-06,2020-11-05,28,50% + 1 of received ballots,FYP 2020-057,1229,Opposed,122,Yes
801520,NA,Traffic Calming,3,166,679,150,286,50% + 1 of ballots received by voters,9,572,107,4,2020-12-10,1,679,2022-12-11,2020-11-10,N/A,60% of received ballots,TCP 2020-058,1230,Response Rate Not Met,768,No
801521,NA,Traffic Calming,0,48,135,40,65,50% + 1 of ballots received by voters,6,128,7,2,2020-12-09,0,135,2022-12-10,2020-11-09,N/A,60% of received ballots,TCP 2020-059,1231,Response Rate Not Met,163,No
801522,NA,Traffic Calming,0,36,107,30,54,50% + 1 of ballots received by voters,5,105,2,1,2020-12-16,0,107,2022-12-17,2020-11-16,N/A,60% of received ballots,TCP 2020-060,1232,Response Rate Not Met,120,No
801523,NA,Traffic Calming,0,32,44,28,23,50% + 1 of ballots received by voters,2,44,0,2,2020-12-12,0,44,2022-12-13,2020-11-12,20,60% of received ballots,TCP 2020-061,1233,In Favour,50,Yes
801524,NA,Traffic Calming,0,122,186,95,91,50% + 1 of ballots received by voters,23,180,6,4,2020-12-17,1,186,2022-12-18,2020-11-17,74,60% of received ballots,TCP 2020-062,1234,In Favour,215,Yes
801525,NA,Business Improvement Area,0,0,999,0,100,30% of ballots received by voters or 100,0,999,0,0,2020-10-23,999,999,2022-10-24,2020-08-24,N/A,50% of received ballots,BIA 2020-063,1235,Response Rate Not Met,50900,No
801526,NA,Proposed Business Improvement Area,0,1,245,1,74,30% of ballots received by voters or 100,0,245,0,0,2020-10-21,37,245,2022-10-22,2020-09-21,N/A,50% of received ballots,PBIA 2020-064,1236,Response Rate Not Met,2723,No
801527,NA,Proposed Business Improvement Area,0,0,23,0,7,30% of ballots received by voters or 100,0,23,0,0,2020-10-28,12,23,2022-10-29,2020-09-28,N/A,50% of received ballots,PBIA 2020-065,1237,Response Rate Not Met,513,No
801528,101 Chandos Ave,Front Yard Parking,2,55,104,53,25,25% of ballots received by voters,0,101,3,0,2020-12-23,0,104,2023-12-24,2020-11-23,29,50% + 1 of received ballots,FYP 2020-066,1238,In Favour,143,Yes
801529,47 Highview Cres,Front Yard Parking,0,39,91,28,19,25% of ballots received by voters,3,74,17,8,2020-12-16,0,91,2023-12-17,2020-11-16,21,50% + 1 of received ballots,FYP 2020-067,1239,In Favour,109,Yes
801530,NA,Permit Parking,0,98,170,24,43,25% of ballots received by voters,68,169,1,6,2020-12-23,0,170,2022-12-24,2020-11-23,50,50% + 1 of received ballots,PPRP 2020-068,1240,Opposed,195,Yes
801531,NA,Permit Parking,0,46,75,10,19,25% of ballots received by voters,35,73,2,1,2020-12-24,0,75,2022-12-25,2020-11-24,24,50% + 1 of received ballots,PPRP 2020-069,1241,Opposed,85,Yes
801532,NA,Permit Parking,0,45,65,8,17,25% of ballots received by voters,34,65,0,3,2020-12-25,1,65,2022-12-26,2020-11-25,24,50% + 1 of received ballots,PPRP 2020-070,1242,Opposed,79,Yes
801533,NA,Permit Parking,1,65,106,9,26,25% of ballots received by voters,54,103,3,1,2020-12-30,0,106,2022-12-31,2020-11-30,34,50% + 1 of received ballots,PPRP 2020-071,1243,Opposed,115,Yes
801534,NA,Permit Parking,0,18,42,1,11,25% of ballots received by voters,16,42,0,1,2021-01-07,0,42,2023-01-08,2020-12-08,10,50% + 1 of received ballots,PPRP 2020-072,1244,Opposed,46,Yes
801535,NA,Permit Parking,0,8,15,5,3,25% of ballots received by voters,3,10,5,0,2020-12-19,0,15,2022-12-20,2020-11-19,5,50% + 1 of received ballots,PPP 2020-073,1245,In Favour,15,Yes
801536,NA,Permit Parking,0,16,32,13,8,25% of ballots received by voters,0,30,2,3,2021-01-20,32,32,2023-01-21,2020-12-21,9,50% + 1 of received ballots,PPP 2020-074,1246,In Favour,33,Yes
801537,NA,Traffic Calming,0,21,61,8,32,50% + 1 of ballots received by voters,12,61,0,1,2020-12-19,0,61,2022-12-20,2020-11-19,N/A,60% of received ballots,TCP 2020-076,1248,Response Rate Not Met,74,No
